Date,ADANIPORTS.NS,AXISBANK.NS,ASIANPAINT.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,Portfolio Value
2017-01-03,0.0005478451424396624,0.01675041876046901,-0.00889846902116842,0.007966134308254658,0.016033561289581,0.006722606604838255
2017-01-04,0.0034677860923526538,-0.004722679846238309,0.011153245594468064,0.024778558338423906,-0.013687782805429816,0.012010138428543593
2017-01-05,0.0458348490360132,0.010924740675347655,0.01091992058239577,0.01462315114936108,0.03194173643766485,0.018215620544830946
2017-01-06,-0.005043478260869594,-0.006222028162864324,0.014184397163120588,-0.005875117043347311,-0.023673242567379793,-0.00541138851309797
2017-01-09,-0.004719454640797038,-0.0053822495606327125,-0.02087143625605159,0.005835965058082593,-0.00022767374352550274,-0.0014458152210099495
2017-01-10,0.032314717246224145,-0.011927112092766423,0.01483353477639815,0.00646310339129319,0.024480500996299392,0.010745006144085911
2017-01-11,0.005954406260632927,0.013971163518497809,0.011964053702901767,-0.008099972635227548,-0.004001111419838832,-0.001272300602222276
2017-01-12,-0.009808895653644512,0.003527336860670305,-0.0011769111432087254,0.006841882621250406,-0.005523628856776264,0.0021232023553392487
2017-01-13,0.004440649017933396,0.03866432337434089,-0.0003213539713995406,-0.010448824507242938,0.009930430879712793,-0.00021657862274826467
2017-01-16,0.02244516238734917,0.009412013536379105,0.0021430484864719546,0.0048365361540307905,0.019610021665463107,0.00825060749335993
2017-01-17,-0.019291535007483818,0.020848611838659048,0.026623897353648784,0.002663825253063301,-0.0036504304238857976,0.006156001868285799
2017-01-18,-0.010005087332542018,0.0026683087027914443,0.003332812581367417,-0.010700282164974873,0.01749876961776131,-0.0021632361269717792
2017-01-19,0.011819116135662888,-0.009621289662231303,-0.0006747288109202332,-0.001629810719709579,-0.004353200408448443,-0.001926011388589055
2017-01-20,-0.03792111054680891,-0.06831335262505167,0.004674353381115548,0.002133343227099127,-0.020079887725358958,-0.009807120416895798
2017-01-23,0.007390462783740892,-0.012756516916250682,-0.002584780810587217,0.0020177338442457504,0.02418199845764013,0.004001242738921329
2017-01-24,0.024104803493449678,0.014044943820224809,0.009070177257178402,0.034158507297247453,0.00010756736406181133,0.021464338628307766
2017-01-25,0.03922906361930756,0.027257617728531747,0.004365915044429514,0.018113935582986462,0.07539661199247116,0.027329226758223024
2017-01-27,-0.002297718693582751,0.020062560673066443,-0.008284749923289314,0.0015615952836314229,-0.004000600090013462,0.0001697823211923577
2017-01-30,-0.004441519986839948,-0.0020090937929575503,0.003712871287128605,-0.010178339932027658,0.05919566199728865,0.005575062317403345
2017-01-31,-0.030568407138136133,-0.01250264886628527,-0.0025688450472667324,0.0029733987009079588,-0.016970041714069017,-0.004824479569261908
