,returns,standard_deviation,sharpe_ratio,ADANIPORTS.NS,AXISBANK.NS,ASIANPAINT.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS
0,0.3678870408304338,0.1938385091768987,1.8979048198038753,0.399027161829726,0.1776345727026925,0.04856585106429059,0.07108654092946791,0.30368587347382314
1,0.3444837225296526,0.17626251593918477,1.9543787894671185,0.14447960021675893,0.28945791044582303,0.06315662944825995,0.18497178269011189,0.31793407719904626
2,0.2744718383655767,0.17628291667967713,1.556996239541,0.29158428481221904,0.3230594048445819,0.041252530570274545,0.18332566006079723,0.16077811971212727
3,0.2906650645296837,0.16472651001553137,1.7645311887095654,0.004786063982988329,0.3317563436214205,0.14893662973896654,0.2768338949986902,0.23768706765793443
4,0.41951490302322053,0.18374331044911035,2.283157422155021,0.01990322540571337,0.15040404489078632,0.1486609321689937,0.20911885874935432,0.4719129387851522
5,0.2492638649839152,0.14369544004065182,1.734667884474259,0.06291181159712718,0.046268060468577704,0.42805605664908336,0.3544501604565311,0.10831391082868065
6,0.3341573492892936,0.16059119510802952,2.0807949593033808,0.054872868184515707,0.2665674684448101,0.4058213272401598,0.03520612625591317,0.23753220987460125
7,0.27472139807553575,0.15969484452252108,1.7202897118998288,0.3382538286622822,0.06923090696940666,0.2870341510038771,0.1946931308745653,0.11078798248986879
8,0.3774634116234355,0.1742155987595035,2.1666453194269137,0.2512939995256847,0.1850053280697929,0.2394073452016258,0.014659582846719744,0.30963374435617685
9,0.34009981778691134,0.17607129453961576,1.9316028696000156,0.35233921588743156,0.17248086028711215,0.1835514365560646,0.057253200998505394,0.2343752862708862
10,0.22236988806120409,0.15188543953356545,1.4640632357130068,0.11563172805050888,0.2988069780360558,0.28550437452926236,0.2411858932677468,0.05887102611642622
11,0.26889515796188146,0.16082900805105343,1.671931955686275,0.03517574952830319,0.2720469950832776,0.09186155034254466,0.38733264367565695,0.21358306137021763
12,0.22739941804231376,0.19829477030620896,1.1467746612336829,0.3420836015192863,0.5024113029339117,0.10945419674776483,0.01593368702169727,0.030117211777340024
13,0.25769029915470787,0.1809588509622121,1.4240270524734868,0.2857665271296671,0.37097991506826605,0.0013438947101152166,0.20268007158212978,0.13922959150982187
14,0.3616627470386206,0.17259808320313957,2.095404191789089,0.157385702825856,0.2717428012486942,0.1839953643012072,0.07304259850233771,0.3138335331219049
15,0.25106972738365035,0.1533645034321999,1.6370784749069685,0.11438988269556445,0.30014687457266354,0.31509266581709067,0.17023259927971984,0.10013797763496149
16,0.2523371025143639,0.1777066114505253,1.4199646285226493,0.29785070414101406,0.35702583823190764,0.04138439161182296,0.18594216556824364,0.11779690044701167
17,0.3088118189125562,0.16442223831536543,1.8781633316549824,0.18002156842470862,0.30728791013197015,0.25702815767214804,0.0608049610284508,0.19485740274272245
18,0.3113224948505366,0.1545228427058421,2.0147344521947907,0.17993857381093972,0.14831323716441014,0.23480790979141783,0.215215400564349,0.2217248786688833
19,0.41622070239015635,0.19889040635872432,2.0927138216986143,0.12613885438132225,0.29877405408245106,0.011405293686919034,0.10612376731160063,0.45755803053770694
20,0.34895604940748615,0.16075679746878668,2.1707078947951866,0.21159010373261586,0.0006543891219638928,0.33195831578014595,0.18860960996972964,0.26718758139554455
21,0.29032714862557607,0.16238078584985566,1.787940285582958,0.030299788635040115,0.30565198040446817,0.14071445752358736,0.28829921458375884,0.2350345588531455
22,0.3838556039686175,0.17277722596946038,2.2216794014071435,0.2701829343630621,0.11084016644561505,0.31082042059885073,0.0037122987020579493,0.3044441798904141
23,0.32332274695446644,0.15921730101368833,2.030701091501793,0.1685360463763359,0.23554120965929834,0.3580093190563478,0.03412345844677585,0.20378996646124195
24,0.2210004186879016,0.15756984152228942,1.4025553148547112,0.08089913839311022,0.3557174280869725,0.32774240291728,0.18665669178669358,0.04898433881594395
25,0.2712641440937183,0.1555855253254181,1.7435050177473141,0.06571904386666307,0.3130566865436477,0.3484731200229609,0.13504666984160324,0.13770447972512492
26,0.3312007752399609,0.16486219028010982,2.008955326125613,0.03622998364987758,0.3173310109991808,0.3800031551958096,0.02741625396928724,0.23901959618584467
27,0.3826301972427244,0.176286266372026,2.170504856204965,0.012640207749634516,0.29136807427368205,0.21709029586367196,0.10052547505125184,0.37837594706175964
28,0.3176796270401411,0.1614834802108248,1.9672577444169173,0.09556267109661179,0.24726078483502814,0.15487974981900657,0.23615331571507203,0.26614347853428155
29,0.2403417673122035,0.1750564890108258,1.3729383507591104,0.2888302924674953,0.3299696190134301,0.009429295536337876,0.2606870164735888,0.11108377650914783
30,0.2531666638441171,0.14817022796138096,1.7086203303277794,0.10911324540674303,0.2375581229864182,0.2825634049883671,0.2504984833709705,0.12026674324750125
31,0.24926963996299414,0.16059427225734751,1.5521701768014926,0.18954802941768367,0.26873416425936075,0.5010970857519449,0.009533723675207445,0.03108699689580327
32,0.184312101696704,0.1589846246451667,1.1593077136110803,0.1675437935868608,0.17904087645133415,0.04085395886286366,0.5559209930560272,0.05664037804291424
33,0.2931344447188938,0.16320084458351852,1.7961576453048402,0.33640127749868054,0.1164151132525036,0.403594327960572,0.0364816944716582,0.1071075868165857
34,0.29686546933940233,0.15062588135979027,1.97087955044259,0.03295569843618613,0.2038198856693083,0.28531661571982575,0.2596302681886741,0.21827753198600575
35,0.26538603027139196,0.16601330524650243,1.59858289597534,0.07263111507792354,0.1550400131569876,0.0019512054716188546,0.5371295950779968,0.2332480712154732
36,0.3126350161220116,0.15717472234273067,1.9890922119161676,0.1617130000663869,0.21833314847016383,0.2277548538712818,0.16878434596902653,0.22341465162314086
37,0.2964865217750103,0.17926705114228544,1.6538818477004287,0.26747957803619166,0.34833542358834135,0.055282471287591055,0.13041847945636192,0.198484047631514
