,Weight
BPCL.NS,0.11106724439607626
IBULHSGFIN.NS,0.2863432444041426048775831623
IOC.NS,0.04630704669000977
M&M.NS,0.2180833293561781129193910180
NTPC.NS,0.03746480217629933661050923495
ONGC.NS,0.043201384580304064
POWERGRID.NS,0.04740371307211377845654560206
HINDPETRO.NS,0.07686250178971984918627404190
TATASTEEL.NS,0.1332744714360712069870662912
