Date,BPCL.NS,IBULHSGFIN.NS,IOC.NS,M&M.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,HINDPETRO.NS,TATASTEEL.NS,Portfolio Value
2017-01-03,0.015690866510538637,-0.0241656229278715,0.05435778415684367,-0.0058871361196942695,0.003944174757281482,0.0013003901170351995,0.023958616934386168,0.03176666666666672,-0.00848966531623363,0.0022875428512678653
2017-01-04,0.007539774037353064,-0.027935069837674575,-0.0066616462955453315,-0.0005071325742704857,-0.0036264732547597323,0.01194805194805193,-0.0069130550385535505,-0.0072044712951895296,0.005335207162190381,-0.005279472245105943
2017-01-05,0.02631759617365037,0.015378640776698926,0.027933286680662528,0.004419202252156307,0.0009099181073703999,0.024897330595482492,0.021954484605086977,0.026033192320208176,0.03414533122783414,0.019070882584204307
2017-01-06,-0.011684170624567947,0.005813508758509833,-0.017529925682192138,-0.005621914058044242,-0.0060606060606061,0.014525419484097135,-0.010741419963322008,-0.013225499524262552,0.0006007810153199067,-0.003813631677808127
2017-01-09,-0.017665771721228296,0.02517301695946461,-0.010278323132001388,-0.013470551604339409,-0.005792682926829218,-0.022463589237225356,-0.01191737288135597,-0.007906662809758047,0.005829080356249516,-0.002907678047665563
2017-01-10,0.011024345429490046,0.02188427299703255,0.011376896149358329,0.007890365448504966,-0.004599816007359703,0.002272727272727204,0.0,0.03508601418991164,0.02347966670812074,0.014714496740016347
2017-01-11,0.0009086778736937529,0.03956442831215967,0.006922411306605092,0.01524515863205611,0.013555144793592211,-0.004031242126480206,0.017421602787456525,0.023881064162754262,0.0378381005613746,0.020691234697271188
2017-01-12,-0.0024285065819337204,0.0136173184357542,0.016213119450014357,-0.015097402597402554,0.05592705167173251,0.009612952188211565,0.043203371970495175,0.007030844006969739,-0.0015454502880157817,0.007115873469625944
2017-01-13,-0.0025026733101267684,0.0312779882879779,-0.009302063366783186,0.0036591396077139127,-0.015544041450777257,0.008769731896767663,-0.004292929292929348,-0.01062441186291474,-0.002696998123827399,0.004797890393231752
2017-01-16,0.015897634742148004,0.023582069610528444,0.003983383599840629,-0.005616501346646485,-0.0020467836257309635,-0.01465474416294088,0.011412629977174849,0.0013499831252108407,0.027113462669018373,0.009969138802488509
2017-01-17,-0.004714863044454454,0.014227907583866273,-0.004987813863855273,-0.005417010734929839,0.029592733665396942,-0.017897655659188327,-0.008274824473420206,-0.01470723412078312,-0.009157928476578592,-0.0012962483984865214
2017-01-18,-0.014279269117978832,-0.01885456885456882,-0.007120478496154936,0.008435455481385468,-0.016789982925441094,0.01642710472279263,0.003539823008849474,0.011692633019249499,0.031031933083784047,0.00029813260576916356
2017-01-19,0.028148385472686943,-0.011608841083491805,0.03201376936316702,-0.0031286020088918676,0.008104196816208331,0.014393939393939403,0.01688082640463584,0.014446869332677581,-0.002554850854978752,0.005506283003076762
2017-01-20,-0.013577581409842665,-0.004379562043795637,-0.02056926840115636,-0.015477370333663698,-0.02124605225380416,-0.017674881752551608,-0.01189296333002976,-0.004635942187073971,-0.027074392792145074,-0.013682839563466498
2017-01-23,0.0185030575174312,0.006998133830978359,0.015325235554546568,-0.0026508732781906907,-0.004986799647990647,0.013177901672579928,0.004012036108324901,0.03887366818873672,0.016050066971502464,0.011183122106701138
