Date,BAJAJ-AUTO.NS,BAJAJFINSV.NS,INFRATEL.NS,HEROMOTOCO.NS,HINDUNILVR.NS,ITC.NS,IOC.NS,INFY.NS,MARUTI.NS,Portfolio Value
2017-03-17,29125.00,39691.00,3097.00,33461.00,9025.50,2812.50,1879.30,10403.00,61926.00,191420.3
2017-03-20,29235.50,39658.00,3088.00,33402.50,8984.50,2819.00,1854.80,10215.00,61589.00,190846.3
2017-03-21,29068.50,40574.50,3134.50,33347.00,9034.50,2879.00,1860.50,10328.50,60763.00,190990.0
2017-03-22,28538.00,41078.50,3129.50,33146.00,9049.50,2798.50,1863.80,10277.00,60058.00,189938.8
2017-03-23,28659.50,41485.00,3135.50,33674.00,9020.00,2776.00,1884.00,10404.50,60348.00,191386.5
2017-03-24,28430.00,41293.50,3104.00,33752.50,9002.00,2810.00,1863.50,10314.00,60046.50,190616.0
2017-03-27,28084.00,40448.00,3125.50,33432.00,8988.00,2816.00,1854.50,10288.50,59858.00,188894.5
2017-03-28,28248.50,40907.50,3186.50,33269.00,9031.00,2805.00,1845.20,10351.50,59742.50,189386.7
2017-03-29,28311.00,40626.50,3368.50,32244.00,9125.50,2832.00,1850.70,10318.50,59441.50,188118.2
2017-03-30,28228.50,40606.00,3367.00,32316.50,9192.00,2827.50,1884.00,10255.00,59566.00,188242.5
2017-03-31,28054.50,40984.00,3259.00,32219.50,9117.50,2803.00,1935.20,10222.50,60157.00,188752.2
2017-04-03,27836.00,40982.50,3295.50,32021.50,9206.50,2815.50,1905.70,10088.00,60720.00,188871.2
2017-04-05,27608.50,41288.00,3377.00,31980.50,9353.50,2789.50,1906.80,9959.50,63424.00,191687.3
2017-04-06,28063.00,41783.50,3391.50,32063.00,9346.50,2741.00,1928.80,9996.00,62916.50,192229.8
2017-04-07,28304.50,42262.00,3476.00,32153.00,9245.00,2726.50,1986.80,9815.50,62593.50,192562.8
