,Weight
TATASTEEL.NS,0.05661552256650393543887615821
ZEEL.NS,0.05606755006476038656969213909
YESBANK.NS,0.03381488492577463385473747136
WIPRO.NS,0.02636245890206236923383481120
PNB.NS,0.008304274185513599681179635349
ULTRACEMCO.NS,0.3668576267809106306665338248
TECHM.NS,0.07001594101823253960346717147
TCS.NS,0.3572581448640031882036465079
ONGC.NS,0.01748032280561920892697021022
SAIL.NS,0.007223273886619507821062070340
