Date,BPCL.NS,IBULHSGFIN.NS,IOC.NS,M&M.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,HINDPETRO.NS,TATASTEEL.NS,Portfolio Value
2017-12-06,4909.50,11731.50,1943.80,6837.20,1756.50,1758.50,2002.50,4060.00,6360.50,41360.0
2017-12-07,4991.00,11932.50,1957.50,6897.80,1803.00,1770.50,2023.00,4126.50,6554.80,42056.600000000006
2017-12-08,5144.50,12055.50,2024.30,6940.80,1804.00,1802.50,2031.00,4284.50,6648.20,42735.299999999996
2017-12-11,5142.00,11986.00,2022.00,7091.30,1783.50,1789.00,2043.00,4325.50,6664.90,42847.200000000004
2017-12-12,4989.50,11900.00,1975.50,7095.80,1759.00,1833.00,2029.00,4149.50,6572.40,42303.700000000004
2017-12-13,5063.00,11810.50,2011.00,7062.50,1760.50,1839.00,2005.00,4233.50,6486.70,42271.7
2017-12-14,5135.50,11862.50,2050.00,7158.00,1773.00,1843.50,2001.00,4372.50,6533.40,42729.4
2017-12-15,5230.50,12055.00,2065.70,7417.00,1774.50,1830.00,1988.50,4438.00,6618.70,43417.899999999994
2017-12-18,5264.00,11986.50,2048.00,7607.20,1777.50,1830.50,1999.00,4378.00,6713.90,43604.6
2017-12-19,5330.50,12022.00,2049.50,7781.50,1800.50,1852.00,2026.00,4363.50,6766.30,43991.8
2017-12-20,5320.50,11948.00,2050.50,7708.80,1784.50,1880.00,2029.50,4314.50,6695.80,43732.100000000006
2017-12-21,5351.00,11928.50,2054.80,7422.00,1801.00,1880.00,2031.00,4268.00,6808.30,43544.600000000006
2017-12-22,5351.50,11934.00,2051.30,7462.00,1797.50,1934.00,2030.50,4293.00,6775.90,43629.700000000004
2017-12-26,5389.00,11996.00,2049.80,7415.50,1784.50,1937.00,2024.50,4305.00,6875.40,43776.700000000004
2017-12-27,5334.00,11926.50,2007.50,7467.50,1775.00,1926.00,2012.00,4258.50,6892.60,43599.6
2017-12-28,5262.00,11979.00,1960.00,7499.50,1761.50,1930.00,1991.50,4226.50,7014.50,43624.5
2017-12-29,5177.00,11966.00,1942.70,7511.00,1770.00,1952.00,2003.50,4186.00,6977.80,43486.0
2018-01-01,5086.00,12181.50,1949.80,7446.50,1765.50,1923.50,2002.00,4137.50,6880.70,43373.0
2018-01-02,4998.00,11835.50,1932.00,7529.00,1789.00,1968.50,2007.50,4064.00,6948.30,43071.8
2018-01-03,4949.00,11856.50,1931.50,7549.00,1770.50,1934.50,2016.50,4109.50,7002.10,43119.1
2018-01-04,4915.00,11839.50,1936.50,7560.00,1771.00,1995.00,2003.50,4188.50,7243.20,43452.2
2018-01-05,4877.00,11989.50,1919.30,7563.50,1775.00,1984.50,2012.50,4150.00,7342.70,43614.0
2018-01-08,4972.00,12253.00,1942.70,7599.00,1776.50,1974.00,2005.50,4211.50,7324.20,44058.399999999994
2018-01-09,4961.00,12168.00,1962.00,7624.50,1767.00,1970.00,2010.00,4172.50,7358.00,43993.0
2018-01-10,4943.00,12042.00,1947.70,7598.50,1739.50,1979.00,1998.50,4245.50,7363.20,43856.899999999994
2018-01-11,4924.00,12286.50,1944.50,7666.50,1735.00,1979.00,1978.50,4209.50,7345.10,44068.6
2018-01-12,4899.00,12246.00,1945.20,7675.00,1725.00,2007.50,1963.50,4259.00,7338.40,44058.6
2018-01-15,4872.00,12251.50,1954.30,7592.00,1729.50,1966.00,1993.00,4260.50,7464.70,44083.5
2018-01-16,4794.50,12049.00,1920.70,7467.00,1732.50,1972.00,1962.00,4104.00,7295.60,43297.299999999996
2018-01-17,4798.50,12093.50,1920.20,7453.50,1742.50,1957.00,1974.00,4203.00,7374.20,43516.399999999994
2018-01-18,4702.50,12437.00,1890.20,7592.50,1721.50,1941.00,1970.00,4117.50,7162.20,43534.399999999994
2018-01-19,4773.00,13018.00,1929.80,7654.00,1727.50,1937.00,1961.00,4162.00,7174.10,44336.4
2018-01-22,4691.50,13551.50,1912.50,7596.00,1724.00,2007.00,1953.00,4018.00,7166.50,44620.0
2018-01-23,4811.50,13791.00,1947.00,7690.50,1727.00,2073.50,1958.50,3959.00,7429.00,45387.0
2018-01-24,4805.00,13620.00,1951.50,7554.00,1740.00,2108.50,1959.50,3891.50,7260.80,44890.8
2018-01-25,4806.50,13940.00,1961.50,7578.00,1719.50,2085.00,1943.00,3841.50,7328.00,45203.0
2018-01-29,4698.00,14211.50,1998.20,7643.50,1710.50,2051.50,1941.50,3751.50,7461.40,45467.6
2018-01-30,4856.00,14150.00,2081.30,7649.00,1703.00,2048.00,1949.50,3930.00,7391.80,45758.600000000006
2018-01-31,4923.00,13909.50,2088.00,7630.50,1702.50,2034.50,1938.00,3977.00,7050.50,45253.5
2018-02-01,4903.50,13774.50,2089.50,7987.50,1690.50,1949.00,1948.50,3923.50,6967.50,45234.0
2018-02-02,4771.50,13196.00,2043.20,7702.50,1652.00,1927.00,1929.00,3745.00,6704.50,43670.7
2018-02-05,4759.50,12924.50,2045.00,7605.00,1662.50,1887.50,1965.00,3838.50,6640.50,43328.0
2018-02-06,4672.00,12949.50,2006.50,7518.00,1653.00,1854.50,1949.50,3776.00,6645.00,43024.0
2018-02-07,4762.50,12741.00,2023.80,7471.00,1654.50,1900.00,1955.00,3963.50,6618.00,43089.3
2018-02-08,4782.00,13144.00,1928.00,7522.00,1637.00,1887.00,1932.00,3998.00,6714.50,43544.5
2018-02-09,4754.00,12884.00,1893.20,7500.50,1632.50,1873.50,1932.00,3957.00,6853.00,43279.7
2018-02-12,4675.50,13148.50,1895.20,7460.00,1649.00,1910.00,1985.00,3914.50,7131.00,43768.7
2018-02-14,4601.00,13482.00,1886.80,7469.50,1629.50,1857.50,1954.50,3826.50,7080.00,43787.3
2018-02-15,4750.50,13123.00,1884.00,7493.50,1632.00,1883.00,1979.00,3909.00,7005.50,43659.5
2018-02-16,4657.00,12723.50,1875.20,7437.50,1628.00,1869.00,1955.50,3869.50,6897.50,42912.7
2018-02-19,4568.50,12510.50,1848.20,7246.50,1629.00,1853.00,1941.50,3798.00,6488.50,41883.7
2018-02-20,4530.50,12374.50,1833.00,7090.00,1642.00,1870.00,1950.00,3808.50,6513.00,41611.5
2018-02-21,4475.50,12440.50,1842.50,7084.00,1623.00,1901.50,1939.50,3869.00,6409.50,41585.0
2018-02-22,4274.50,12674.00,1816.00,7219.50,1607.50,1861.00,1902.50,3841.00,6375.50,41571.5
2018-02-23,4299.00,12836.50,1842.00,7186.50,1635.50,1898.00,1932.50,3861.00,6777.50,42268.5
2018-02-26,4330.00,12943.50,1883.50,7354.00,1629.50,1903.50,1961.50,3917.50,6802.00,42725.0
2018-02-27,4269.50,12797.50,1887.30,7398.00,1655.50,1885.00,1977.50,3915.00,6717.50,42502.8
2018-02-28,4295.50,12541.00,1896.50,7283.50,1632.50,1883.00,1977.00,3801.50,6716.00,42026.5
2018-03-01,4419.00,12563.00,1907.50,7325.50,1630.00,1897.00,1974.00,3767.50,6750.50,42234.0
2018-03-05,4343.00,12382.50,1896.30,7396.00,1633.00,1855.50,1969.50,3667.50,6559.00,41702.3
2018-03-06,4452.00,12387.50,1911.00,7199.00,1633.50,1854.00,1931.50,3656.00,6597.50,41622.0
2018-03-07,4434.00,11962.50,1897.00,7078.00,1635.00,1815.00,1933.50,3578.00,6477.00,40810.0
2018-03-08,4422.00,12063.50,1910.50,7266.50,1653.00,1801.50,1954.00,3605.50,6359.00,41035.5
2018-03-09,4394.00,11992.00,1927.50,7285.00,1644.00,1799.00,1929.00,3570.50,6067.50,40608.5
2018-03-12,4467.50,12104.50,2003.20,7371.00,1711.50,1838.50,1950.00,3667.50,6229.00,41342.7
2018-03-13,4666.50,12318.00,2039.30,7330.00,1694.00,1836.00,1950.50,3829.50,6288.50,41952.3
2018-03-14,4628.00,12269.00,1975.20,7282.00,1697.00,1806.00,1943.50,3754.00,6205.50,41560.2
2018-03-15,4620.50,12379.50,1920.50,7348.50,1699.00,1803.00,1948.00,3715.50,6117.50,41552.0
2018-03-16,4475.50,12074.50,1847.50,7407.50,1648.50,1771.50,1922.50,3647.50,6002.00,40797.0
2018-03-19,4307.50,11878.50,1779.00,7427.00,1670.00,1768.50,1942.00,3523.50,5749.50,40045.5
2018-03-20,4249.00,11983.00,1738.50,7409.50,1664.00,1741.00,1949.00,3548.50,5930.00,40212.5
2018-03-21,4306.50,12164.00,1724.50,7453.50,1703.50,1755.50,1942.00,3533.00,5822.50,40405.0
2018-03-22,4147.00,12203.50,1701.00,7308.50,1709.50,1789.00,1927.00,3428.50,5809.00,40023.0
2018-03-23,4134.50,12004.00,1688.50,7329.00,1700.50,1774.00,1942.50,3390.00,5665.00,39628.0
2018-03-26,4195.50,12045.50,1672.00,7465.00,1698.50,1789.00,1949.00,3333.00,5815.50,39963.0
2018-03-27,4207.50,12457.50,1748.50,7449.00,1710.50,1796.00,1959.50,3469.00,5900.00,40697.5
2018-03-28,4274.50,12372.50,1766.00,7389.00,1697.00,1778.00,1932.50,3448.50,5710.50,40368.5
2018-04-02,4234.00,12438.50,1704.50,7480.50,1704.00,1799.50,1949.00,3445.00,5788.00,40543.0
2018-04-03,4262.50,12992.00,1741.50,7701.00,1693.50,1775.00,1985.50,3537.50,5797.00,41485.5
2018-04-04,4149.50,12918.00,1711.50,7565.50,1665.50,1754.00,1960.50,3442.00,5605.50,40772.0
2018-04-05,4224.50,13401.50,1735.50,7746.00,1689.50,1774.50,1962.50,3483.50,5804.50,41822.0
2018-04-06,4339.50,13484.00,1742.50,7719.50,1694.50,1769.50,1959.50,3539.50,5872.00,42120.5
2018-04-09,4503.50,13458.50,1798.00,7862.00,1696.50,1784.00,1958.50,3668.00,5861.50,42590.5
2018-04-10,4511.50,13245.50,1793.00,7776.00,1684.00,1802.00,1969.50,3646.50,6019.00,42447.0
2018-04-11,4173.00,13123.00,1673.50,7890.00,1685.00,1821.50,1970.00,3367.00,6080.50,41783.5
2018-04-12,4186.50,13153.50,1682.50,7878.50,1695.00,1817.50,1963.50,3372.50,5984.00,41733.5
2018-04-13,4054.00,13448.00,1653.50,7896.00,1709.50,1825.00,1975.00,3337.50,5940.50,41839.0
2018-04-16,4082.00,13721.50,1650.00,8014.50,1741.00,1815.00,1992.00,3314.00,5916.00,42246.0
2018-04-17,4106.50,13572.50,1672.00,8093.50,1769.50,1808.00,2049.00,3300.50,5960.50,42332.0
2018-04-18,4052.00,13696.00,1649.50,7983.00,1785.50,1821.00,2050.00,3196.00,6016.00,42249.0
2018-04-19,3765.50,13675.50,1579.50,8019.00,1775.50,1839.50,2081.00,3015.00,6219.50,41970.0
2018-04-20,3714.00,13560.50,1601.00,7995.00,1743.50,1823.50,2072.00,2990.50,6062.00,41562.0
2018-04-23,3813.50,13211.00,1617.00,8243.00,1736.00,1810.50,2068.00,3043.00,6066.00,41608.0
2018-04-24,3837.00,13292.50,1630.50,8385.50,1728.50,1826.50,2064.50,3060.00,5975.50,41800.5
2018-04-25,3858.00,13234.00,1606.00,8538.50,1718.50,1794.50,2073.50,2980.50,5862.00,41665.5
2018-04-26,3855.00,13104.50,1611.50,8581.50,1720.00,1808.00,2070.00,2963.50,5782.00,41496.0
2018-04-27,3901.50,13165.50,1629.00,8627.00,1707.50,1807.00,2079.00,3059.50,5898.00,41874.0
2018-04-30,3873.50,13070.00,1623.00,8733.00,1721.50,1805.50,2078.50,3045.00,5949.50,41899.5
2018-05-02,3809.50,12980.50,1611.50,8631.50,1704.00,1800.50,2051.50,2974.00,5745.00,41308.0
2018-05-03,3777.00,12719.50,1617.00,8651.00,1743.00,1811.00,2064.50,2948.50,5854.50,41186.0
2018-05-04,3802.00,12492.50,1615.00,8543.00,1709.00,1802.50,2074.00,2948.50,5807.50,40794.0
2018-05-07,3858.00,12442.50,1643.00,8856.00,1705.00,1839.00,2093.00,2970.00,5964.50,41371.0
2018-05-08,3926.00,12363.50,1665.50,8653.00,1714.00,1831.00,2127.50,3070.00,5963.50,41314.0
2018-05-09,3854.50,12362.50,1672.00,8601.00,1704.00,1828.50,2118.50,3052.50,6031.50,41225.0
2018-05-10,3902.00,12086.50,1679.50,8565.00,1685.00,1882.50,2080.00,3079.00,5941.50,40901.0
2018-05-11,3993.00,12399.50,1691.00,8691.00,1674.50,1875.00,2068.50,3187.50,6072.50,41652.5
2018-05-14,4042.00,12167.00,1684.00,8526.50,1716.50,1872.50,2090.50,3210.00,6103.50,41412.5
2018-05-15,4058.00,11999.00,1672.00,8470.50,1701.00,1890.00,2138.50,3234.50,6259.50,41423.0
2018-05-16,3983.50,11848.00,1659.50,8531.00,1700.00,1862.00,2134.50,3184.00,6212.50,41115.0
2018-05-17,3906.00,11781.00,1647.50,8490.00,1671.00,1886.00,2134.50,3175.00,6103.00,40794.0
2018-05-18,3863.50,11390.50,1637.00,8360.00,1666.00,1850.50,2129.50,3120.00,5914.00,39931.0
2018-05-21,3938.50,11083.50,1651.50,8259.50,1644.00,1857.50,2126.50,3128.50,5770.00,39459.5
2018-05-22,3976.00,11135.00,1605.00,8302.00,1651.50,1852.00,2107.50,3118.50,5768.00,39515.5
2018-05-23,3739.50,11210.50,1535.00,8318.00,1665.50,1754.00,2113.00,2870.00,5400.50,38606.0
2018-05-24,3713.50,11118.00,1559.00,8430.50,1650.50,1677.00,2117.50,2832.50,5482.00,38580.5
2018-05-25,3805.50,11721.00,1634.50,8577.00,1653.00,1754.50,2120.50,2952.00,5682.50,39900.5
2018-05-28,4020.00,12152.00,1704.50,8499.50,1677.00,1756.00,2069.50,3131.00,5766.50,40776.0
2018-05-29,4053.50,12202.50,1724.50,8702.50,1659.50,1755.50,2070.00,3150.50,5753.50,41072.0
2018-05-30,4002.50,12297.50,1708.00,8979.50,1653.00,1740.00,2095.00,3068.50,5779.00,41323.0
2018-05-31,4039.50,12427.00,1741.00,9229.50,1675.50,1779.00,2094.50,3118.50,5756.50,41861.0
2018-06-01,4092.50,12333.50,1723.50,9016.00,1643.50,1732.00,2059.50,3121.50,5606.50,41328.5
2018-06-04,4085.00,11739.50,1738.00,9145.00,1620.50,1711.00,2017.00,3122.00,5661.50,40839.5
2018-06-05,4053.50,11450.00,1739.50,9013.00,1613.00,1712.00,1988.50,3147.50,5721.00,40438.0
2018-06-06,4100.00,11801.00,1749.00,9143.00,1625.00,1703.00,2011.00,3108.00,5797.50,41037.5
2018-06-07,4654.383943661972,12082.00,1940.5430985915493,9203.00,1625.00,1726.50,2027.50,3150.00,6021.00,42429.92704225352
2018-06-08,4654.383943661972,12039.00,1940.5430985915493,9116.50,1614.50,1737.00,1979.00,3113.00,6005.00,42198.92704225352
2018-06-11,4654.383943661972,12025.50,1940.5430985915493,9168.50,1617.50,1733.00,1957.00,3144.50,5886.50,42127.42704225352
2018-06-12,4654.383943661972,12207.50,1940.5430985915493,9176.00,1613.00,1714.00,1950.50,3169.00,5800.00,42224.92704225352
2018-06-13,4654.383943661972,12100.50,1940.5430985915493,9176.50,1602.50,1700.00,1981.50,3139.00,5676.00,41970.92704225352
2018-06-14,4654.383943661972,11862.00,1940.5430985915493,9220.50,1584.00,1810.3972222222221,1988.50,3097.50,5695.50,41853.32426447574
2018-06-15,4654.383943661972,11910.00,1940.5430985915493,9094.50,1560.50,1810.3972222222221,1978.50,3063.50,5660.00,41672.32426447574
2018-06-18,4654.383943661972,11999.50,1940.5430985915493,9139.00,1570.00,1810.3972222222221,1986.50,3221.00,5585.00,41906.32426447574
