Date,HINDUNILVR.NS,Portfolio Value
2017-01-03,0.005452232386260469,0.005452232386260469
2017-01-04,-0.009941555702837834,-0.009941555702837834
2017-01-05,0.014057935735150906,0.014057935735150906
2017-01-06,0.0007201584348557333,0.0007201584348557333
2017-01-09,-0.003238380809595154,-0.003238380809595154
2017-01-10,-0.0006016485169364483,-0.0006016485169364483
2017-01-11,0.013184034675817191,0.013184034675817191
2017-01-12,-0.018538324420677377,-0.018538324420677377
2017-01-13,0.002482140694999302,0.002482140694999302
2017-01-16,-0.0005435110815870114,-0.0005435110815870114
2017-01-17,0.015891238670694863,0.015891238670694863
2017-01-18,0.028906203532980346,0.028906203532980346
2017-01-19,-0.005376033296722316,-0.005376033296722316
2017-01-20,0.00017435778216912112,0.00017435778216912112
2017-01-23,0.0022662560288220224,0.0022662560288220224
2017-01-24,-0.002377087198515815,-0.002377087198515815
2017-01-25,0.010286511303539303,0.010286511303539303
2017-01-27,-0.015243902439024404,-0.015243902439024404
2017-01-30,-0.0028039020970851425,-0.0028039020970851425
2017-01-31,0.002167418428914436,0.002167418428914436
2017-02-01,-0.0015782090250174852,-0.0015782090250174852
2017-02-02,-0.01024530179731864,-0.01024530179731864
2017-02-03,0.005264403170472054,0.005264403170472054
2017-02-06,0.012709620476610839,0.012709620476610839
2017-02-07,-0.006158851897042572,-0.006158851897042572
2017-02-08,-0.002689272142648358,-0.002689272142648358
2017-02-09,-0.002579283662582754,-0.002579283662582754
2017-02-10,0.00017631501616222067,0.00017631501616222067
2017-02-13,0.013397579033963991,0.013397579033963991
2017-02-14,-0.01640960222660326,-0.01640960222660326
2017-02-15,0.0022401697812886034,0.0022401697812886034
2017-02-16,-0.00464678548320685,-0.00464678548320685
2017-02-17,-0.00573218295709732,-0.00573218295709732
2017-02-20,0.01569093610698369,0.01569093610698369
2017-02-21,0.009713851015273,0.009713851015273
2017-02-22,0.0016227180527383922,0.0016227180527383922
2017-02-23,-0.006827518370653207,-0.006827518370653207
2017-02-27,0.00955432566268577,0.00955432566268577
2017-02-28,-0.0006347740781349476,-0.0006347740781349476
2017-03-01,0.011086730569349834,0.011086730569349834
2017-03-02,0.0022844089091946795,0.0022844089091946795
2017-03-03,-0.00039886039886039004,-0.00039886039886039004
2017-03-06,-0.0046172262440860035,-0.0046172262440860035
2017-03-07,-0.0012026113847211084,-0.0012026113847211084
2017-03-08,-0.0008600424287598107,-0.0008600424287598107
2017-03-09,-0.0011477103179157178,-0.0011477103179157178
2017-03-10,0.005630242445133771,0.005630242445133771
2017-03-14,0.04404707495429605,0.04404707495429605
2017-03-15,-0.014500683994528085,-0.014500683994528085
2017-03-16,0.006329816768462004,0.006329816768462004
2017-03-17,-0.004027808430809965,-0.004027808430809965
2017-03-20,-0.004542684615810755,-0.004542684615810755
2017-03-21,0.005565139963270127,0.005565139963270127
2017-03-22,0.001660302174995909,0.001660302174995909
2017-03-23,-0.0032598486104205016,-0.0032598486104205016
2017-03-24,-0.001995565410199518,-0.001995565410199518
2017-03-27,-0.0015552099533436836,-0.0015552099533436836
2017-03-28,0.004784156653315552,0.004784156653315552
2017-03-29,0.010463957479791786,0.010463957479791786
2017-03-30,0.007287271930305206,0.007287271930305206
2017-03-31,-0.008104873803307266,-0.008104873803307266
2017-04-03,0.009761447765286535,0.009761447765286535
2017-04-05,0.01596697985119211,0.01596697985119211
2017-04-06,-0.0007483829582509705,-0.0007483829582509705
2017-04-07,-0.010859680094152946,-0.010859680094152946
2017-04-10,0.0015684153596537964,0.0015684153596537964
2017-04-11,-0.0024299368216426087,-0.0024299368216426087
2017-04-12,5.4130128829710245e-05,5.4130128829710245e-05
2017-04-13,0.000108254397835017,0.000108254397835017
2017-04-17,-0.010607782648698327,-0.010607782648698327
2017-04-18,-0.0014222416716810349,-0.0014222416716810349
2017-04-19,-0.0046014790468364986,-0.0046014790468364986
2017-04-20,0.007869682461064231,0.007869682461064231
2017-04-21,-0.010156164682756375,-0.010156164682756375
2017-04-24,-0.002041041482789052,-0.002041041482789052
2017-04-25,0.021502404510530093,0.021502404510530093
2017-04-26,0.01877705627705617,0.01877705627705617
2017-04-27,0.006320709619163978,0.006320709619163978
2017-04-28,-0.013037052676026617,-0.013037052676026617
2017-05-02,-0.007326595005080483,-0.007326595005080483
2017-05-03,0.00635707359120774,0.00635707359120774
2017-05-04,0.024304068522484013,0.024304068522484013
2017-05-05,-0.0029267272917320453,-0.0029267272917320453
2017-05-08,0.0009959115211237712,0.0009959115211237712
2017-05-09,-0.002932397758810268,-0.002932397758810268
2017-05-10,0.046531169581429443,0.046531169581429443
2017-05-11,-0.017664475334972618,-0.017664475334972618
2017-05-12,0.001481481481481417,0.001481481481481417
2017-05-15,0.0031116098755357147,0.0031116098755357147
2017-05-16,0.017442156114924945,0.017442156114924945
2017-05-17,0.008996401439424151,0.008996401439424151
2017-05-18,-0.018971666336437543,-0.018971666336437543
2017-05-19,0.017924766473112808,0.017924766473112808
2017-05-22,0.010515873015872979,0.010515873015872979
2017-05-23,0.00608678578441002,0.00608678578441002
2017-05-24,0.012929352068696387,0.012929352068696387
2017-05-25,0.005202061557728399,0.005202061557728399
2017-05-26,-0.002395898222243509,-0.002395898222243509
2017-05-29,0.03006868725683276,0.03006868725683276
2017-05-30,0.0003264164140825976,0.0003264164140825976
2017-05-31,-0.0052209584187954405,-0.0052209584187954405
2017-06-01,0.02656982193064672,0.02656982193064672
2017-06-02,-0.008170904277171709,-0.008170904277171709
2017-06-05,0.010447349042709941,0.010447349042709941
2017-06-06,-0.0056479161922113885,-0.0056479161922113885
2017-06-07,0.013558700929870326,0.013558700929870326
2017-06-08,-0.011614769286392157,-0.011614769286392157
2017-06-09,0.0016918152720621915,0.0016918152720621915
2017-06-12,0.003925685853836569,0.003925685853836569
2017-06-13,0.0028190787977993015,0.0028190787977993015
2017-06-14,0.009929721151666238,0.009929721151666238
2017-06-15,-0.008709706384124938,-0.008709706384124938
2017-06-16,-0.011050724637681197,-0.011050724637681197
2017-06-19,0.0035262868657264246,0.0035262868657264246
2017-06-20,-0.002373020581389995,-0.002373020581389995
2017-06-21,0.027812085448972956,0.027812085448972956
2017-06-22,-0.026169388935867177,-0.026169388935867177
2017-06-23,0.0035190347790319265,0.0035190347790319265
2017-06-27,-0.005282812642317114,-0.005282812642317114
2017-06-28,-0.0019229008332570796,-0.0019229008332570796
2017-06-29,-0.001743119266055082,-0.001743119266055082
2017-06-30,-0.007811782005330392,-0.007811782005330392
2017-07-03,0.016811782141533893,0.016811782141533893
2017-07-04,-0.008790708266909641,-0.008790708266909641
2017-07-05,0.007903685323040088,0.007903685323040088
2017-07-06,-0.0038296708306738703,-0.0038296708306738703
2017-07-07,0.0047597254004576595,0.0047597254004576595
2017-07-10,-0.001320943791564222,-0.001320943791564222
2017-07-11,0.009304446978335212,0.009304446978335212
2017-07-12,0.02277554340458221,0.02277554340458221
2017-07-13,0.002695179605001652,0.002695179605001652
2017-07-14,0.004053934960782657,0.004053934960782657
2017-07-17,0.01198104099008157,0.01198104099008157
2017-07-18,0.004249967474738714,0.004249967474738714
2017-07-19,-0.003022844064429764,-0.003022844064429764
2017-07-20,-0.0012561181617360972,-0.0012561181617360972
