Date,ADANIPORTS.NS,AXISBANK.NS,ASIANPAINT.NS,Portfolio Value
2017-01-03,0.0005478451424396624,0.01675041876046901,-0.00889846902116842,-0.00024597220514077645
2017-01-04,0.0034677860923526538,-0.004722679846238309,0.011153245594468064,0.005412719891745521
2017-01-05,0.0458348490360132,0.010924740675347655,0.01091992058239577,0.01679309922916916
2017-01-06,-0.005043478260869594,-0.006222028162864324,0.014184397163120588,0.005234499563791628
2017-01-09,-0.004719454640797038,-0.0053822495606327125,-0.02087143625605159,-0.013885979350591104
2017-01-10,0.032314717246224145,-0.011927112092766423,0.01483353477639815,0.010500440047342963
2017-01-11,0.005954406260632927,0.013971163518497809,0.011964053702901767,0.011442472294801442
2017-01-12,-0.009808895653644512,0.003527336860670305,-0.0011769111432087254,-0.0014252627828256204
2017-01-13,0.004440649017933396,0.03866432337434089,-0.0003213539713995406,0.011061552185548607
2017-01-16,0.02244516238734917,0.009412013536379105,0.0021430484864719546,0.007676019057702543
2017-01-17,-0.019291535007483818,0.020848611838659048,0.026623897353648784,0.01695706739047953
2017-01-18,-0.010005087332542018,0.0026683087027914443,0.003332812581367417,0.000889679715302405
2017-01-19,0.011819116135662888,-0.009621289662231303,-0.0006747288109202332,-0.0010896057347670185
2017-01-20,-0.03792111054680891,-0.06831335262505167,0.004674353381115548,-0.022820564342509453
2017-01-23,0.007390462783740892,-0.012756516916250682,-0.002584780810587217,-0.0036131837142353573
2017-01-24,0.024104803493449678,0.014044943820224809,0.009070177257178402,0.012913116542350833
2017-01-25,0.03922906361930756,0.027257617728531747,0.004365915044429514,0.016328550222661997
2017-01-27,-0.002297718693582751,0.020062560673066443,-0.008284749923289314,0.0002863852454322302
2017-01-30,-0.004441519986839948,-0.0020090937929575503,0.003712871287128605,0.000744388456252798
2017-01-31,-0.030568407138136133,-0.01250264886628527,-0.0025688450472667324,-0.010098987240373059
2017-02-01,0.038350093744673686,0.020708154506437815,0.02091274338106519,0.023814340625993413
2017-02-02,-0.0014773473407747595,0.014506464837590771,-0.0020181634712411745,0.0025123500352857153
2017-02-03,-0.0019727108334702814,0.016889441508652014,-0.0031344792719919523,0.0025060539505548096
2017-02-06,0.018613078570252073,0.015488078255553317,0.006694390911857084,0.011150745723675026
2017-02-07,-0.017949547218628736,-0.009833433674493297,0.006851385390428177,-0.0020277777777777395
2017-02-08,0.006257204017783735,-0.011755168220510703,-0.0016011207845492148,-0.0030617641328248846
2017-02-09,-0.002454590083456054,-0.0048195242001640715,0.0051618723063044936,0.0011447078203088434
2017-02-10,0.02116141732283472,0.00752189592993302,-0.009772149374283279,0.00016732667745000818
2017-02-13,-0.005461847389558239,0.0028635712824709447,-0.00835808871658028,-0.004795895605621214
2017-02-14,-0.00823776449685032,-0.006934529879665474,-0.004011170347803961,-0.005547461616048466
2017-02-15,-0.022964169381107458,0.0026699527623741393,0.0009176182707992808,-0.0027328562573956106
2017-02-16,-0.004500750125020825,0.010139287177386214,-0.012019965366201535,-0.004633161002344788
2017-02-17,-0.004521098459477568,-0.008212511406265888,-0.009382410557789433,-0.008230919876252352
2017-02-20,0.010260723296888097,-0.016458801881005902,0.01555995004163191,0.005694988982056559
2017-02-21,0.012820512820512775,0.04843571354329068,0.016141429669485063,0.024415229639747293
2017-02-22,-0.012658227848101222,0.0415386140576981,0.029046898638426688,0.025500000000000078
2017-02-23,-0.010156510156510201,0.005425471159337558,-0.0110751739684406,-0.006230023294869658
2017-02-27,-0.0020185029436501356,-0.03635330871911391,-0.006987115956392453,-0.014636938508504116
2017-02-28,0.017191977077363862,-0.004519107967383862,0.02220669694096511,0.013858537799784187
2017-03-01,0.0024855012427507095,0.013322806671272058,0.008347978910369092,0.008758048674015084
2017-03-02,-0.028595041322314052,-0.013829372808726093,-0.0038731541999516006,-0.010683471722608417
2017-03-03,0.00850774204526128,0.013035749555599496,-0.014629404617253927,-0.0032533216687626876
2017-03-06,0.022945841066306816,0.011210762331838486,0.015487816908355434,0.015496859485997883
2017-03-07,0.016823354774863963,-0.013207365275233807,-0.0052943462210996994,-0.003889369057908376
2017-03-08,-0.005677210056772131,-0.0032239155920281704,-0.0013672542604619142,-0.0026030368763557687
2017-03-09,-0.018270799347471445,0.012251298637655506,0.008361449317881853,0.00500217485863419
2017-03-10,-0.006979062811565351,-0.0009682416731215948,-0.0008243623314906356,-0.0018664791170742712
2017-03-14,0.03497322623828647,-0.009691800736576828,0.03994176170832331,0.025258137076885623
2017-03-15,0.0033953112368634297,0.001565864161283903,-0.0068601829382116675,-0.002907668314345413
2017-03-16,0.04962939091202068,0.003810826656243993,0.02208542831633853,0.021659022825481822
2017-03-17,-0.000921093030396114,0.006813978389954345,-0.007447933428348152,-0.0025429446260833988
2017-03-20,0.00015365703749226078,-0.0276515517741468,0.00023159942563344416,-0.007284079084287187
2017-03-21,0.0009218005838069754,-0.028935070100427618,-0.010188015189404487,-0.013233752620545047
2017-03-22,-0.006446661550268629,-0.005836575875486361,-0.01015252175540371,-0.008391979816757433
2017-03-23,0.006025027035377661,0.005767844268204758,0.0035449260292101936,0.004552880366373024
2017-03-24,-0.0072174447174446765,0.00225294418842803,0.0024962321024868395,0.0007464875096643286
2017-03-27,-0.012219644238205762,-0.004495759681209743,-0.020061075875029366,-0.014652209819644657
2017-03-28,0.004854368932038833,0.03212562865647128,0.014335027327644134,0.017384486441182068
2017-03-29,0.0004675081813931836,0.0027844073190135266,0.009689464479841092,0.006271591815041111
2017-03-30,0.05700934579439254,-0.009817532725109102,0.0018724838498267449,0.008107537104526497
2017-03-31,0.0008841732979663064,-0.016925388082123183,0.0031772731520418596,-0.0024886700023576402
2017-04-03,0.007361601884570135,0.01996740016299925,0.015230554261760565,0.015048059246809187
2017-04-05,0.046916106401637014,0.01538154214942078,-0.00669816947286328,0.008512069545419276
2017-04-06,-0.004188189306156609,0.0007869368483179873,0.00401829014826105,0.0016675218060544506
2017-04-07,-0.026636758727043297,-0.008846078238647581,-0.0036341889778268577,-0.009194519144576807
2017-04-10,0.014402995823131315,0.012990876636255422,-0.021930837065423203,-0.006307191231970211
2017-04-11,-0.052108476501490864,0.008418991678903476,0.012556646525679671,-0.0003901982206960808
2017-04-12,-0.01857399640503299,-0.017571109601009605,-0.0019114219114219066,-0.00900408566893074
2017-04-13,-0.02182539682539686,0.0030632411067192944,0.00733336447288524,0.0011816916572569003
2017-04-17,-0.0014042752379466172,-0.010245296029947837,-0.017573959009552054,-0.012904579552011741
2017-04-18,-0.00203125000000004,-0.005374738727978556,-0.017841128994194544,-0.011824414093638769
2017-04-19,0.0201972757162987,-0.0003002101471030194,0.008121485895526082,0.00793245314474711
2017-04-20,0.0202578268876612,-0.02302302302302306,0.009438459338354521,0.0026678049301034346
2017-04-21,-0.019253910950661868,-0.0035860655737705027,0.006280695126558378,-0.0007982120051085451
2017-04-24,0.015337423312883347,0.025501285347043767,0.004223567506687287,0.011663204984821762
2017-04-25,0.001057401812688763,0.035596109495638295,0.02612271601476701,0.024241945672773157
2017-04-26,-0.023690961219254514,0.0014523625096825032,0.006148100919938004,-0.00017988846914918089
2017-04-27,-0.0030911901081916993,-0.020400270714492907,0.00063368487756299,-0.005577545879812851
2017-04-28,0.01612403100775195,0.006020529016975917,0.01366083141086527,0.01207061438651813
2017-05-02,0.008849557522123908,-0.008044736583930123,-0.007452362889910358,-0.004877924200633377
2017-05-03,-0.009528130671506374,-0.009296805459400703,0.006114558043341489,-0.0005389452072372958
2017-05-04,0.036646816307833285,0.035938903863432126,0.012244168379658582,0.022442481511914636
2017-05-05,0.016202680807188008,-0.027657319071022424,0.012537524280416656,0.0026872268823145973
2017-05-08,-0.012900420350775432,0.013280475718533191,0.017919427973491553,0.011421415153412662
2017-05-09,0.0205580029368575,0.013693270735524177,-0.0017561142759241477,0.005918625095960861
