Date,TATASTEEL.NS,ZEEL.NS,YESBANK.NS,WIPRO.NS,PNB.NS,ULTRACEMCO.NS,TECHM.NS,TCS.NS,ONGC.NS,SAIL.NS
2018-05-10,594.15,588.40,344.65,270.45,91.40,3998.55,663.60,3451.25,188.25,72.60
2018-05-11,607.25,592.80,350.25,272.65,88.80,4071.60,666.45,3456.95,187.50,73.40
2018-05-14,610.35,577.65,344.80,272.35,89.30,4107.05,667.25,3433.55,187.25,72.75
2018-05-15,625.95,572.65,345.75,271.00,85.95,4109.30,670.65,3482.40,189.00,74.05
2018-05-16,621.25,575.75,349.75,274.70,75.60,3990.75,672.70,3493.90,186.20,73.80
2018-05-17,610.30,570.95,345.30,278.35,76.45,3957.80,675.80,3491.80,188.60,76.55
2018-05-18,591.40,567.60,345.50,268.90,74.75,3858.85,692.95,3502.05,185.05,73.60
2018-05-21,577.00,554.10,334.15,264.85,78.15,3852.25,685.35,3556.75,185.75,71.85
2018-05-22,576.80,565.60,334.70,264.95,81.55,3755.55,686.40,3508.90,185.20,72.55
2018-05-23,540.05,554.10,333.70,263.45,80.55,3700.80,697.45,3495.10,175.40,68.45
2018-05-24,548.20,555.50,330.00,264.35,82.10,3658.40,711.35,3603.70,167.70,69.90
2018-05-25,568.25,562.75,339.40,264.60,83.35,3682.15,702.75,3585.80,175.45,72.50
