Date,TATASTEEL.NS,ZEEL.NS,YESBANK.NS,WIPRO.NS,PNB.NS,ULTRACEMCO.NS,TECHM.NS,TCS.NS,ONGC.NS,SAIL.NS,Portfolio Value
2017-01-03,-0.0084896653162335819162387428,0.014836138175376439326837910,0.015943738260603677980168610,-0.0096280273147559061797514527,0.021193771626297577854671280,-0.0132439527192371008646387945,0.007274590163934426229508197,0.002922057297732229445020857,0.001300390117035110533159948,0.022772277227722772277227723,-0.0032424697572461803
2017-01-04,0.005335207162190297730585051,0.000654593061313550076369190,0.000214979791899561441224525,0.018415417558886509635974304,-0.0237187632359169843286742906,-0.0076051342170920131060811014,0.018411148408096836537483471,0.004750343080333579647418980,0.011948051948051948051948052,-0.0212971926427879961277831559,1.272698579168896e-05
2017-01-05,0.034145331227834010717336716,0.026384648931530745747928478,0.040450500795254266431672613,0.010092514718250630782169891,0.020824295010845986984815618,0.024671351547828194099472951,-0.0249700359568517778665601278,-0.0189535616726202983820130279,0.024897330595482546201232033,0.027695351137487636003956479,0.008857869376970973
2017-01-06,0.000600781015319915890657855,-0.0161461652857446356490333546,0.030201619567013716741034540,-0.0217318900915903413821815154,0.011899702507437314067148321,-0.0177660848101452916919165792,-0.0375947551731202622413439869,-0.0227039067854694996572995202,0.014525419484097170047583271,0.000962463907603464870067372,-0.016698582821791708
2017-01-09,0.005829080356249374562193535,0.004318721658389116821420859,0.007579707238820934429516744,0.004340794961273299855306835,0.005879882402351952960940781,-0.0092995259950342336919720111,0.007876530069185737094199042,0.009774699745770141141404401,-0.0224635892372253764502591953,0.006730769230769230769230769,-0.0001488200239908588
2017-01-10,0.023479666708120880487501555,0.005697699419479681788862610,0.006686833306798280528578252,0.009533898305084745762711864,-0.0029227557411273486430062630,-0.0037668788067500037972568616,0.000105607772732073080578731,0.005057082085340973216998741,0.002272727272727272727272727,0.009551098376313276026743075,0.0020427305353571956
2017-01-11,0.037838100561374516999198036,0.022554783538214858364510957,0.042108176498497548631978491,-0.0006295907660020986358866737,0.035175879396984924623115578,0.022458034121575264144902346,0.001161562829989440337909187,0.003908696309413263653443324,-0.0040312421264802217183169564,0.058656575212866603595080416,0.016181760209798224
2017-01-12,-0.0015454502880157354938416148,-0.0038678653564708342044741794,0.005804909511704670486018894,0.014699706005879882402351953,0.019417475728155339805825243,-0.0001789388923682562404938713,0.015082797173293956333720072,0.008582860092927207021166753,0.009612952188211484948140653,0.023235031277926720285969616,0.004362520130346326
2017-01-13,-0.0026969981238273921200750469,0.002308741735754014062336027,-0.0056205205582798943794794417,0.002980132450331125827814570,-0.0071428571428571428571428571,-0.0097837434750186428038777032,0.015170407315045719035743973,-0.0405442873291104144005801182,0.008769731896767727386619895,0.006113537117903930131004367,-0.015077035029609553
2017-01-16,0.027113462669018224573780129,0.007224374411056433881268977,0.008118053184628807708357043,0.000247606470782436447672499,0.028776978417266187050359712,0.006175256800313281320601259,-0.0027635619242579324462640737,0.004112390521495576401547148,-0.0146547441629408842523596622,0.024305555555555555555555556,0.006067338154423618
2017-01-17,-0.0091579284765785979211502358,-0.0017671517671517671517671518,-0.0037253057384760112888052681,-0.0048683884808977638419011470,0.012043512043512043512043512,0.011990299982037003772229208,-0.0008211023298778610284306682,0.008943791370569613247437515,-0.0178976556591883035039072347,0.005932203389830508474576271,0.006480236418472618
2017-01-18,0.031031933083783908683395721,0.003957096740601895241070499,0.016732134763559450067986101,0.001160862354892205638474295,0.000767754318618042226487524,0.035914503365135714813993048,-0.0063687724704673857216230098,0.007174986286341195831047724,0.016427104722792607802874743,0.004212299915754001684919966,0.01990680635649089
2017-01-19,-0.0025548508549785975213464512,-0.0093351312104553469557099886,0.001151602957019205765444482,-0.0081994368063607752194798741,0.014576141158419639432297660,-0.0114803021432753130666971285,-0.0046521244701747131189910059,-0.0017864145353143653871291011,0.014393939393939393939393939,-0.0016778523489932885906040268,-0.006069853267680503
2017-01-20,-0.0270743927921450558339137664,-0.0217778243115904093812166265,0.008311688311688311688311688,-0.0022964509394572025052192067,-0.0325141776937618147448015123,0.002946741972294847534992561,-0.0264852513502285002077274616,-0.0024661719773024879965080751,-0.0176748817525516554642768235,-0.0226890756302521008403361345,-0.004735625279998712
2017-01-23,0.016050066971502471017504965,0.033822112811730707481536980,0.017847942886582762935158607,0.003892027620841180163214062,0.014067995310668229777256741,0.016173865453026658793369147,0.002240477968633308439133682,0.009342113899402717308070974,0.013177901672579827673593512,0.055030094582975064488392089,0.014299412337544837
2017-01-24,0.005318544446212241743755256,-0.0073506574179521689615902267,-0.0173903611844245995878375936,0.003626813406703351675837919,0.012716763005780346820809249,0.036580871931515392029026589,0.000425803704492229082393017,0.005050505050505050505050505,0.008504252126063031515757879,0.008149959250203748981255094,0.017161282867360184
2017-01-25,0.011304288847188623363704189,0.039215686274509803921568627,0.035249098535580248730590919,-0.0161993769470404984423676012,0.014079147640791476407914764,0.006439968825628614791418844,-0.0090444775484145562885720366,0.014945974507731792007246533,0.016369047619047619047619048,0.003233629749393694421988682,0.010729751190146741
2017-01-27,-0.0004247613511882139902975565,-0.0029104777197912484945804898,-0.0057222064259311913562695479,-0.0172260924635845471817606080,0.030769230769230769230769231,0.001603086621019454407129660,0.003113926769032535165897133,0.002039949001274968125796855,-0.0019521717911176183504148365,0.026591458501208702659145850,0.001216075150335394
2017-01-30,-0.0154544641259617105027733047,-0.0008052340211373930548565677,-0.0069705093833780160857908847,0.000472569489195343042488293,0.002184200946487076811066618,0.002061687871307272875240756,0.009633911368015414258188825,-0.0105606921706675714649249300,-0.0129584352078239608801955990,0.006279434850863422291993721,-0.0028543652679878795
2017-01-31,0.002180777356261784148474592,-0.0145058930190389845874886673,0.005039596832253419726421886,-0.0166609412572998969426313981,-0.0152560842717035960770069016,0.000148894122742900457511032,-0.0411365564037319762510602205,-0.0441939217283209738951519568,0.003467921724052514243249938,-0.0085803432137285491419656786,-0.01588408046720413
2017-02-01,0.024933699027585737924156221,0.031278748850045998160073597,0.012249283667621776504297994,-0.0043668122270742358078602620,0.036886757654002213205459240,0.023088687084681075667555387,-0.0055285272003538257408226448,-0.0277603372499775764642568840,-0.0116020735620834361885954085,0.033831628638867033831628639,0.0066231613485836505
2017-02-02,0.004953889024039631112192317,0.005847953216374269005847953,-0.0184700304295520486872832779,-0.0007894736842105263157894737,0.014585556741373176805407328,-0.0153978437727362920828097096,0.025350233488992661774516344,0.018335716592093731260667005,0.003246753246753246753246753,0.006088280060882800608828006,-0.0005029597245327366
2017-02-03,-0.0087145969498910675381263617,-0.0227631060307449743791880173,0.007786589762076423936553713,0.004652796067070494249846370,0.052945301542776998597475456,0.004285848638336177130496702,0.041964866623292127521145088,0.011278961791950716825583766,0.000497883993029624097585263,-0.0060514372163388804841149773,0.00667240845397532
2017-02-06,0.001287601287601287601287601,0.016436422305132600584854291,0.000465016454428387466018028,0.007296399860188745193988116,-0.0063270063270063270063270063,0.004642140468227424749163880,-0.0061400770111353939015506296,0.003672930057557501511724261,-0.0097039064443891515302314008,0.000761035007610350076103501,0.003638530937126072
2017-02-07,-0.0012859455025164623195796288,-0.0034722222222222222222222222,-0.0011798777217633808859809074,-0.0055519410106267620906527868,0.016420911528150134048257373,-0.0156730628387285777061666911,-0.0139267015706806282722513089,0.001718174718286288073189780,-0.0286432160804020100502512563,0.010646387832699619771863118,-0.008158212329029468
2017-02-08,-0.0045510045510045510045510046,0.019910403185664509706321553,0.009629152348224513172966781,0.004274436254198107035373141,-0.0115397296406198483349818661,0.005925324675324675324675325,0.007964319847085058935966868,0.011739285396061659092934153,0.005690636316606311433005691,0.005267118133935289691497366,0.007643484327960026
2017-02-09,-0.0229259589652096342551293488,0.020204978038067349926793558,-0.0014536429711044141109732317,0.011943539630836047774158523,-0.0350233488992661774516344229,0.009292880389467172328464994,0.021913190054782975136957438,0.020409960589180739338162443,-0.0077160493827160493827160494,-0.0134730538922155688622754491,0.0103096735549566
2017-02-10,0.018145713503149821966584497,-0.0087064676616915422885572139,0.003302087771623348956114188,0.006995708154506437768240343,0.003110957483581057725544418,0.002518354674945702141267705,0.030721649484536082474226804,0.034803435032149484313640875,0.003888024883359253499222395,-0.0606980273141122913505311077,0.012824951740427526
2017-02-13,0.009393144573721613199722017,0.012064472541260496091110897,0.028311568814806950490144035,0.011081276904061714188296467,-0.0189524465885596140592694693,0.001541774103511523432308142,-0.0005001000200040008001600320,0.006797472841385349986446757,-0.0072295378259746966176090886,-0.0040387722132471728594507270,0.004506118205701126
2017-02-14,-0.0004219784124727934970905699,-0.0216479115010490177379362960,0.002959699900196166156175792,0.004721156683387429920330481,0.011942395504039339655778012,-0.0164689333014836637736550150,0.009906934854398078655058541,-0.0033136584860722791757274516,0.017945383615084525357607282,-0.0145985401459854014598540146,-0.00820609285786722
2017-02-15,-0.0260403937165329837580820761,0.015108685057023101666829126,-0.0179803040181175582472634938,-0.0041955108034403188588210615,-0.0295036445678583825060742798,-0.0074211002118386787743041032,-0.0177368212445501387237415775,0.003096103896103896103896104,-0.0038323965252938170669391926,-0.0288065843621399176954732510,-0.005400831981950294
2017-02-16,0.021421238736169727386791377,-0.0042250816208949491069713847,0.004193018623991054893602152,0.012850221192331999157362545,0.008226037195994277539341917,0.009814716637440017400051656,0.017855341470795924543528700,0.014106972697518332849981356,-0.0043600923313670171838933060,0.023728813559322033898305085,0.0108863116505038
2017-02-17,-0.0037298432125787287264930540,0.005207328833172613307618129,0.002748877831518146073280212,-0.0113144758735440931780366057,-0.0049663001064207165661582121,0.001144241771555495725920442,-0.0019821605550049554013875124,-0.0162802573792258196302726994,0.001545595054095826893353941,-0.0091059602649006622516556291,-0.004493932898393838
2017-02-20,0.040262739031990494765395566,0.014198004604758250191864927,-0.0080852245124574918453744188,0.000589027263547627061595422,0.019964349376114081996434938,0.010259513244587871453543095,-0.0070506454816285998013902681,0.039162755928402342289962208,0.004629629629629629629629630,0.030075187969924812030075188,0.018499494571783126
