Date,BAJAJ-AUTO.NS,BAJAJFINSV.NS,INFRATEL.NS,HEROMOTOCO.NS,HINDUNILVR.NS,ITC.NS,IOC.NS,INFY.NS,MARUTI.NS,Portfolio Value
2017-01-03,0.007966134308254762362901674,0.022714559354499686403471598,-0.0078442765833817547937245787,-0.0145188167164376103347577172,0.005452232386260374386623857,0.009960572732932143598256900,0.054357784156843583949184633,-0.0072420337628608530616322046,0.007757043541895353091840468,0.0055324809883015025
2017-01-04,0.024778558338423946243127673,-0.0184973397643080900999453036,0.031771595900439238653001464,0.006144213222614722673318712,-0.0099415557028378622642646261,0.008629545921512225190055476,-0.0066616462955453860858483462,0.003924133420536298234139961,-0.0011346307457700965797690800,0.0017143390549774207
2017-01-05,0.014623151149361052121754033,0.019453873043213941942347637,-0.0063856960408684546615581098,0.022246996572265300009983693,0.014057935735150925024342746,0.005296394377673660623344877,0.027933286680662467926288780,-0.0016036081182660987221247808,0.024136019555991748680061431,0.018535144734696418
2017-01-06,-0.0058751170433473479354471515,-0.0132187049644685186105451473,0.011853756069694373036275350,-0.0013672987710588426792544966,0.000720158434855668247014343,-0.0164133738601823708206686930,-0.0175299256821920916775401373,-0.0239923706269136174270943131,-0.0034427989600617574246444068,-0.006204357301541674
2017-01-09,0.005835965058082626923005891,0.004733847006093569018482147,-0.0142554693013408609738884968,-0.0117683493341591824094146795,-0.0032383808095952023988005997,0.012978986402966625463535229,-0.0102783231320013858413211687,-0.0019542298791463101054255593,0.007648404875746810196685988,0.001680128744955045
2017-01-10,0.006463103391293171510934029,0.005847660100579753729971764,0.012457044673539518900343643,0.009088060169225947978690066,-0.0006016485169364057517598219,0.012609314622737441529387838,0.011376896149358226371061844,0.000206111196990776523934663,0.002889458337015110011487143,0.005190413347787137
2017-01-11,-0.0080999726352275836905956399,0.002773948142119163496835706,-0.0008485362749257530759439966,0.008254331480876103301732592,0.013184034675817229546685931,-0.0056236192006426993372163085,0.006922411306605134121719065,-0.0014939982484158466848694039,0.015418909750918526480876147,0.006324106038671395
2017-01-12,0.006841882621250298872560740,0.000033129037601457677654464,0.015852795470629865534324133,-0.0003404393288481802707303234,-0.0185383244206773618538324421,-0.0117148050898808321551201777,0.016213119450014322543683758,0.031936848622433185429780208,0.002603104636129356946384722,0.0031177196906158056
2017-01-13,-0.0104488245072429351697933982,0.000331279401046842907308024,-0.0140727323394175839487250941,-0.0118870005189413596263622211,0.002482140694999394599830488,0.020437359493153484569793583,-0.0093020633667831773593415267,-0.0242487875606219689015549223,-0.0134750361324828857521181857,-0.009638201650919442
2017-01-16,0.004836536154030754462719905,-0.0023181878394489336335938535,0.004946297343131712832108536,0.014836454350002461801053651,-0.0005435110815870523582341929,-0.0034047666733426797516523132,0.003983383599840664656006373,-0.0206497233039557286329165813,-0.0039652601105360119308711290,0.0005686771455690742
2017-01-17,0.002663825253063399041022909,0.002356768240058421297218350,-0.0063282238784981015328364506,0.013228753941942265707123797,0.015891238670694864048338369,0.012660771704180064308681672,-0.0049878138638553533979481948,-0.0002616020509600795270234919,-0.0013211435818844792052000211,0.0035548487914862648
2017-01-18,-0.0107002821649748983106746308,0.008924727621949200251680631,-0.0077837531842626662892725729,-0.0148755845689751488356503280,0.028906203532980431808719443,-0.0043659456241317721770192499,-0.0071204784961549416120763315,-0.0048147372828134812643918777,0.002654601897908067873143543,-0.001121004232958689
2017-01-19,-0.0016298107197095973626699263,0.035481594538263338420888517,0.021965482812722864070745971,0.005281832763565075095996500,-0.0053760332967223538932886294,0.013155272074945186366354395,0.032013769363166953528399312,0.007677745056794278502313841,0.005963637643043742138641381,0.01011964952683786
2017-01-20,0.002133343227099024227358736,-0.0287661462873444805452096046,-0.0140963014654570830425680391,-0.0166809031862942608022950344,0.000174357782169010810182494,0.004918355301987015542002754,-0.0205692684011563264398487881,-0.0098110844379501095919006367,-0.0086388556139445819161121652,-0.011740926532121443
2017-01-23,0.002017733844245756279965199,-0.0001795039164490861618798956,-0.0181200453001132502831257078,0.015144561725562184488297384,0.002266256028822127956301935,0.016640563821456538762725137,0.015325235554546486547848791,0.004216295983978075260883314,0.005477204773370730029370518,0.005190727773409121
2017-01-24,0.034158507297247367448734528,0.021332158187664234767990338,0.011101499423298731257208766,0.012109274089382588478429346,-0.0023770871985157699443413729,0.000770267668014635085692278,0.025268336314847942754919499,-0.0075049858297470347433609741,0.006526315789473684210526316,0.01350658640498903
2017-01-25,0.018113935582986477071759053,0.013072104321145487087701355,0.003137031227719948666761728,0.036100564719395080241202182,0.010286511303539257279014355,0.021743313450067346546084279,0.036804798255179934569247546,-0.0094653905134577758976257205,0.011390573799065746357107997,0.01629399306283963
