,Weight
ADANIPORTS.NS,0.05207943569062764173561163542
AXISBANK.NS,0.07364292742416053437547637855
ASIANPAINT.NS,0.1750024251999057636608046120
BAJAJ-AUTO.NS,0.3998461730345487049432503222
BAJFINANCE.NS,0.2994290386507573552848570518
