Date,TATASTEEL.NS,ZEEL.NS,YESBANK.NS,WIPRO.NS,PNB.NS,ULTRACEMCO.NS,TECHM.NS,TCS.NS,ONGC.NS,SAIL.NS,Portfolio Value
2017-02-07,4504.50,5022.50,2793.60,2292.70,1516.50,36960.00,4708.50,22446.00,1933.00,664.50,82841.8
2017-02-08,4484.00,5122.50,2820.50,2302.50,1499.00,37179.00,4746.00,22709.50,1944.00,668.00,83475.0
2017-02-09,4381.20,5226.00,2816.40,2330.00,1446.50,37524.50,4850.00,23173.00,1929.00,659.00,84335.6
2017-02-10,4460.70,5180.50,2825.70,2346.30,1451.00,37619.00,4999.00,23979.50,1936.50,619.00,85417.2
2017-02-13,4502.60,5243.00,2905.70,2372.30,1423.50,37677.00,4996.50,24142.50,1922.50,616.50,85802.1
2017-02-14,4500.70,5129.50,2914.30,2383.50,1440.50,37056.50,5046.00,24062.50,1957.00,607.50,85098.0
2017-02-15,4383.50,5207.00,2861.90,2373.50,1398.00,36781.50,4956.50,24137.00,1949.50,590.00,84638.4
2017-02-16,4477.40,5185.00,2873.90,2404.00,1409.50,37142.50,5045.00,24477.50,1941.00,604.00,85559.8
2017-02-17,4460.70,5212.00,2881.80,2376.80,1402.50,37185.00,5035.00,24079.00,1944.00,598.50,85175.3
2017-02-20,4640.30,5286.00,2858.50,2378.20,1430.50,37566.50,4999.50,25022.00,1953.00,616.50,86751.0
2017-02-21,4677.50,5232.50,2899.50,2379.00,1438.00,37693.50,5079.00,24653.50,1962.50,622.50,86637.5
2017-02-22,4611.70,5161.50,2893.90,2372.50,1419.50,37778.00,5079.50,24115.00,1956.00,605.00,85992.6
2017-02-23,4627.90,5185.50,2893.50,2430.50,1401.50,37861.00,5036.50,24818.00,1960.00,601.00,86815.4
2017-02-27,4578.90,5038.00,2843.80,2448.80,1396.50,37372.00,4998.00,24898.50,1947.00,603.50,86125.0
2017-02-28,4598.90,5094.50,2905.40,2444.00,1414.00,37745.50,4994.00,24662.50,1935.50,612.00,86406.3
2017-03-01,4767.00,5064.00,2909.30,2442.70,1426.50,37311.00,4997.50,24795.50,1938.50,633.50,86285.5
2017-03-02,4712.70,5016.50,2849.40,2451.00,1392.50,38178.00,4999.00,25014.50,1927.00,619.00,87159.6
2017-03-03,4717.00,5030.00,2867.50,2469.30,1399.50,38017.50,5037.00,24940.50,1930.50,621.50,87030.3
2017-03-06,4694.10,5072.50,2923.00,2459.50,1415.50,38241.00,4999.50,24725.00,1938.00,623.50,87091.6
2017-03-07,4592.20,5066.50,2896.40,2475.70,1415.00,37869.00,4999.50,24998.00,1964.00,604.00,86880.3
2017-03-08,4501.20,5144.50,2948.90,2475.50,1412.50,38036.00,4919.00,25122.00,1929.50,597.50,87086.6
2017-03-09,4472.60,5174.00,2930.50,2422.50,1411.50,38228.50,4889.50,25197.50,1896.50,592.50,87215.6
2017-03-10,4456.40,5148.00,2962.70,2435.20,1417.00,38524.50,4758.00,25422.50,1916.00,593.00,87633.3
2017-03-14,4502.20,5226.50,3063.50,2506.80,1438.00,39989.50,4798.50,25675.00,1919.00,600.50,89719.5
2017-03-15,4564.10,5256.00,3058.10,2474.00,1454.00,40174.50,4796.50,24983.00,1907.00,600.50,89267.7
2017-03-16,4760.40,5254.50,3055.90,2502.70,1482.00,40565.50,4811.00,25209.00,1918.00,636.50,90195.5
2017-03-17,4784.60,5192.50,3015.80,2521.30,1448.00,40398.00,4842.50,25257.50,1900.00,634.00,89994.2
2017-03-20,4731.80,5211.00,3031.50,2487.50,1452.00,39998.00,4819.00,24800.00,1908.50,638.00,89077.3
2017-03-21,4729.40,5234.00,2969.50,2493.20,1428.50,40078.00,4769.50,24867.00,1940.50,632.00,89141.6
2017-03-22,4650.30,5208.00,2941.70,2502.70,1364.00,39702.50,4754.00,24789.50,1925.00,615.50,88453.2
2017-03-23,4720.80,5236.00,3037.20,2550.00,1358.50,39742.50,4821.50,24603.50,1936.00,619.00,88625.0
2017-03-24,4698.90,5184.50,3058.10,2566.30,1415.00,39739.50,4741.50,24272.00,1919.00,625.00,88219.8
2017-03-27,4539.80,5165.00,3055.90,2520.00,1472.50,39512.50,4688.00,24120.50,1889.00,602.50,87565.7
2017-03-28,4575.00,5303.50,3069.70,2537.70,1488.00,39873.00,4557.00,24299.50,1869.00,602.50,88174.9
2017-03-29,4615.10,5309.50,3089.90,2561.30,1488.50,39993.50,4582.50,24446.00,1869.50,614.50,88570.3
2017-03-30,4549.30,5324.00,3104.30,2579.80,1532.00,39884.50,4612.00,24410.00,1839.00,610.50,88445.4
2017-03-31,4598.90,5355.50,3093.50,2578.50,1499.00,39847.50,4591.50,24318.00,1850.00,613.00,88345.4
2017-04-03,4628.90,5285.50,3077.70,2535.50,1499.50,40267.50,4531.00,24117.00,1858.00,631.00,88431.6
2017-04-05,4699.80,5435.00,3135.00,2553.20,1512.00,40812.50,4469.50,24012.50,1862.50,654.00,89146.0
2017-04-06,4779.40,5534.00,3129.50,2573.50,1515.50,41111.50,4469.00,24000.50,1875.50,674.50,89662.9
2017-04-07,4698.90,5476.00,3113.10,2559.50,1494.50,40810.00,4432.00,24290.50,1864.00,663.00,89401.5
2017-04-10,4719.40,5534.50,3199.20,2522.00,1522.50,40589.00,4430.50,24222.50,1864.50,667.50,89271.6
2017-04-11,4650.30,5401.50,3229.50,2550.70,1582.50,40333.00,4452.00,24193.00,1878.50,656.50,88927.5
2017-04-12,4548.40,5304.50,3262.90,2503.80,1588.00,40331.00,4376.50,23932.50,1867.00,638.50,88353.1
2017-04-13,4416.40,5215.50,3232.80,2477.00,1563.00,40193.50,4299.50,23286.50,1848.00,622.00,87154.2
2017-04-17,4405.50,5212.00,3221.20,2461.50,1588.00,39998.50,4219.50,23148.50,1831.00,612.50,86698.2
2017-04-18,4286.40,5176.00,3211.80,2470.00,1559.00,39722.00,4189.00,23088.00,1809.50,603.00,86114.7
2017-04-19,4294.50,5219.00,3210.90,2491.30,1532.00,39398.00,4143.00,22991.50,1798.50,606.50,85685.2
2017-04-20,4329.20,5334.50,3090.30,2498.80,1548.50,40067.50,4205.00,23255.00,1791.00,608.00,86727.8
2017-04-21,4295.40,5286.00,3088.30,2456.30,1549.00,39783.50,4276.50,23108.00,1802.50,603.00,86248.5
2017-04-24,4294.00,5245.50,3108.60,2457.70,1551.50,41415.50,4292.50,23281.00,1814.50,602.00,88062.8
2017-04-25,4331.60,5279.50,3113.90,2471.50,1611.00,42424.00,4381.50,23115.00,1815.00,605.00,89148.0
2017-04-26,4323.50,5277.50,3164.10,2454.30,1671.50,42309.00,4270.50,23103.50,1801.00,602.50,88977.4
2017-04-27,4247.80,5307.50,3284.80,2480.20,1647.00,42371.00,4249.50,23026.50,1791.00,598.50,89003.8
2017-04-28,4280.20,5268.50,3260.50,2471.30,1688.50,42489.50,4169.50,22731.50,1865.50,603.50,88828.5
2017-05-02,4240.20,5342.00,3267.80,2474.50,1707.00,42060.00,4181.50,22899.00,1924.00,592.00,88688.0
2017-05-03,4199.70,5272.00,3265.90,2482.30,1749.00,43014.00,4198.50,23373.00,1911.00,613.50,90078.9
2017-05-04,4215.40,5207.50,3253.70,2499.80,1794.50,43242.00,4191.00,23301.00,1889.00,615.00,90208.9
2017-05-05,4131.10,5056.00,3217.50,2496.50,1743.00,43299.50,4130.00,23205.00,1838.00,599.00,89715.6
2017-05-08,4114.90,5016.50,3230.90,2511.50,1761.00,44262.50,4211.50,23424.50,1859.50,604.50,90997.3
2017-05-09,4130.10,4956.50,3205.00,2544.50,1736.00,44329.00,4262.00,23525.50,1861.00,606.50,91156.1
2017-05-10,4167.70,5162.00,3196.80,2498.20,1721.50,43675.50,4304.00,23324.50,1879.50,611.00,90540.7
2017-05-11,4203.00,5447.50,3154.60,2523.20,1720.00,44125.00,4347.50,23494.50,1836.00,610.00,91461.3
2017-05-12,4160.60,5264.00,2966.20,2535.20,1691.50,44043.50,4422.50,23606.50,1848.50,604.00,91142.5
2017-05-15,4345.00,5255.50,2944.10,2531.50,1668.00,44377.00,4426.00,23651.00,1867.50,618.50,91684.1
2017-05-16,4349.70,5226.00,2966.80,2576.70,1741.50,44851.50,4437.50,24291.50,1851.50,615.00,92907.7
2017-05-17,4705.60,5240.50,2909.30,2552.70,1650.50,44710.00,4308.50,24553.50,1845.00,625.00,93100.6
2017-05-18,4632.70,5155.50,2802.30,2627.00,1585.00,43410.50,4223.00,25362.00,1809.00,604.00,92211.0
2017-05-19,4663.60,5120.00,2860.20,2598.80,1552.00,43606.00,4161.50,25071.50,1800.50,604.50,92038.6
2017-05-22,4634.10,5203.50,2811.60,2606.00,1509.50,42696.00,4123.50,25313.50,1771.50,601.50,91270.7
2017-05-23,4672.20,5122.50,2806.30,2632.00,1497.50,42673.50,4157.50,25217.00,1746.50,594.00,91119.0
2017-05-24,4605.10,5091.50,2850.10,2625.00,1474.50,41722.00,4171.50,25591.50,1737.00,569.00,90437.2
2017-05-25,4617.90,5120.00,2928.50,2682.30,1507.00,41624.00,4260.00,26246.00,1741.50,569.00,91296.2
