Date,BAJAJ-AUTO.NS,BAJAJFINSV.NS,INFRATEL.NS,HEROMOTOCO.NS,HINDUNILVR.NS,ITC.NS,IOC.NS,INFY.NS,MARUTI.NS
2018-05-09,2872.00,5349.50,324.85,3654.40,1496.00,282.30,167.20,1170.70,8718.35
2018-05-10,2827.50,5237.95,320.70,3646.00,1486.50,280.15,167.95,1168.00,8704.95
2018-05-11,2815.45,5345.45,319.85,3618.30,1504.10,283.65,169.10,1180.75,8750.30
2018-05-14,2831.95,5386.45,316.00,3648.30,1503.55,284.80,168.40,1189.30,8707.00
2018-05-15,2823.65,5397.50,312.45,3649.60,1515.50,281.85,167.20,1194.55,8726.60
2018-05-16,2811.90,5319.20,315.20,3575.50,1574.10,285.85,165.95,1189.95,8695.60
2018-05-17,2815.45,5569.25,321.75,3554.55,1569.80,278.95,164.75,1182.90,8697.50
2018-05-18,2787.50,5729.80,316.15,3561.05,1605.80,282.30,163.70,1183.20,8510.95
2018-05-21,2720.55,5722.05,321.70,3492.90,1578.65,282.35,165.15,1179.50,8428.50
2018-05-22,2808.50,5971.80,315.85,3499.90,1574.30,278.75,160.50,1193.85,8560.65
2018-05-23,2774.95,5790.05,317.30,3482.95,1568.10,273.45,153.50,1184.90,8497.40
2018-05-24,2732.80,5826.40,318.35,3489.90,1561.10,274.85,155.90,1221.00,8410.75
2018-05-25,2758.50,6071.70,314.85,3552.85,1575.75,272.30,163.45,1228.30,8548.15
2018-05-28,2790.15,6009.35,310.70,3599.80,1582.85,275.30,170.45,1214.40,8709.30
2018-05-29,2796.05,5887.85,304.90,3610.40,1572.70,274.05,172.45,1216.70,8714.90
2018-05-30,2762.90,5958.85,301.15,3601.45,1585.80,271.90,170.80,1211.70,8588.20
2018-05-31,2750.30,6042.25,298.65,3544.90,1611.45,271.65,174.10,1231.80,8537.20
2018-06-01,2896.55,5882.20,300.65,3626.30,1588.85,269.95,172.35,1220.80,8808.85
2018-06-04,2878.50,5748.55,295.15,3613.60,1563.20,268.90,173.80,1239.40,8749.85
2018-06-05,2847.55,5770.95,294.65,3610.40,1562.80,267.50,173.95,1220.85,8810.40
2018-06-06,2885.25,5914.75,294.60,3635.20,1571.15,270.40,174.90,1237.45,8842.35
2018-06-07,2888.60,6014.25,,,,,,1252.45,8911.25
2018-06-08,2874.05,6025.50,,,,,,1260.05,8932.45
2018-06-11,2881.10,6068.95,,,,,,1262.40,9022.65
2018-06-12,2887.25,6078.55,,,,,,1258.50,9016.75
2018-06-13,2907.95,6074.80,,,,,,1274.80,8967.35
