,returns,standard_deviation,sharpe_ratio,ADANIPORTS.NS,AXISBANK.NS,ASIANPAINT.NS
0,0.2150187627494523,0.2001006211559429,1.0745531998218205,0.3373805017668385,0.5212641294229413,0.14135536881022037
1,0.26294693422471066,0.2541175150184607,1.0347454177080575,0.8784594201109465,0.0410793434857266,0.0804612364033269
2,0.22420811748439837,0.17927749050579747,1.250620570668619,0.2821245164138609,0.41731957904729716,0.3005559045388419
3,0.24291916364109808,0.17038162508270788,1.425735689063762,0.37059806500723713,0.2206856665220615,0.4087162684707013
4,0.2600367587891973,0.20166360716691253,1.2894580357970618,0.6192260782013744,0.05332439746040742,0.32744952433821817
5,0.21725290279051418,0.1820824006179431,1.1931570654451558,0.01825364542966359,0.4731562474649338,0.5085901071054026
6,0.20695229336202273,0.21096022846896936,0.9810014658401066,0.2947200253558923,0.6056968726095725,0.0995831020345353
7,0.21690370389298577,0.2052055223568994,1.0570071477693497,0.4002764108383733,0.5054881090049961,0.0942354801566306
8,0.24649018682244134,0.1809267179443982,1.362375826096574,0.47161224441682775,0.1894426754682393,0.33894508011493296
9,0.23817637256073182,0.17244798822994306,1.3811490351696432,0.36393069146671986,0.2717047681285073,0.36436454040477273
10,0.22647574802857348,0.16989936496854366,1.332999379194294,0.13352053957153556,0.3815867296697367,0.48489273075872774
11,0.23381332160786933,0.19829345423254288,1.179127785699227,0.5157708067161607,0.33044026399015414,0.15378892929368504
12,0.23814012091216646,0.22348462861225307,1.065577182604987,0.6692740006253651,0.29490903694304316,0.03581696243159168
13,0.2403951961064426,0.16793237022038293,1.4315000484478628,0.3302904085647023,0.24509036699963627,0.42461922443566136
14,0.24009920731281542,0.16545144876119963,1.451176215805501,0.29416037495266517,0.24560638555468323,0.46023323949265177
15,0.2529088772019381,0.22538931540519588,1.1220978986837449,0.733458208621752,0.13928257633480454,0.1272592150434433
16,0.24527271575584497,0.16882855033041697,1.4527916947448636,0.3628424553635181,0.19454151522497443,0.44261602941150746
17,0.2399169933430238,0.16651942852482934,1.4407747820684498,0.30879258815952243,0.24867872267274785,0.44252868916772975
18,0.23147270649597468,0.18113712394915682,1.2778866167762855,0.3848077619242652,0.34608099376938384,0.26911124430635086
19,0.2338313263272303,0.17492539100908722,1.3367489132271426,0.3528519731133438,0.3180739354489081,0.3290740914377481
20,0.231839522409726,0.17348668690344266,1.3363533914205228,0.31889964905560386,0.33717293539143117,0.34392741555296497
21,0.24656346225985995,0.17334838764987223,1.4223579786497176,0.019526842055986537,0.15487396308569062,0.8255991948583229
22,0.24107911529852277,0.19229215285130707,1.2537127060246758,0.5232276149726802,0.2520747571459784,0.22469762788134143
23,0.2574132540317196,0.18883371400694995,1.3631742371081343,0.5392684685558585,0.0758482650769547,0.3848832663671868
24,0.21356660863945,0.18877634426201784,1.1313208202772682,0.18420391900321698,0.525594761324241,0.2902013196725421
25,0.25482463217040613,0.1980924833879685,1.2863922336282012,0.5967487076172968,0.10826044266127638,0.2949908497214268
26,0.25962810314624657,0.17686505371068878,1.4679446148301258,0.43344747715962556,0.043884816835245886,0.5226677060051286
27,0.23821087530486343,0.16274054261012014,1.4637463503826988,0.20453450793289873,0.25942239215061075,0.5360430999164905
28,0.2582607025614142,0.1684394443407895,1.5332554887731453,0.2995435979107193,0.04873459450935129,0.6517218075799296
29,0.25878445951244333,0.19563635052048642,1.322783106636127,0.5831514451850494,0.06423219820387573,0.35261635661107493
30,0.23383454906796253,0.17203644604200177,1.3592151805488535,0.3239122773335236,0.3158770060804922,0.36021071658598425
31,0.23469177470724617,0.16709294386553736,1.404558261275873,0.06374213728829115,0.28712978245084925,0.6491280802608596
32,0.20598450579697877,0.2141881212227077,0.9616990177657938,0.30488810291675017,0.6169687829527997,0.07814311413045025
33,0.23872912944481886,0.21559687067909183,1.1072940376771914,0.6349043035032451,0.2859435352549127,0.07915216124184213
34,0.23988081918078144,0.16247003337070537,1.476461930880811,0.2202560563324841,0.24245758338889764,0.5372863602786182
35,0.23270296556602643,0.18424045757592145,1.2630394465348884,0.4186925003171546,0.33524900352343145,0.24605849615941391
36,0.24401518588162513,0.1895394561601897,1.2874110268386292,0.5196262262320387,0.21991350767478277,0.2604602660931784
